emplacement,address,fast_charger,slow_charger,Support_car_type,latitude,longitude
강서경찰서 민원인주차장,서울특별시 강서구 화곡동 980-27,1,0,"SM3 Z.E,테슬라",37.55127815,126.8500115
강북문화예술회관,서울특별시 강북구 수유동 360-10,1,0,"SM3 Z.E,테슬라",37.64079052,127.0134278
래미안미아1차 아파트,서울특별시 강북구 미아동 797,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.62597652,127.0194052
북서울꿈의숲,서울특별시 강북구 번동 90,2,0,"SM3 Z.E,테슬라",37.62177102,127.0411742
해모로아파트,서울특별시 강북구 번동 139,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.62638192,127.0375184
효성네오인텔리안,서울특별시 강북구 번동 418-3,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.638675,127.0270397
강서브라이트센터,부산광역시 강서구 대저2동 1932-1,2,0,"SM3 Z.E,테슬라",35.18020602,128.9572161
강서구청 주차장,부산광역시 강서구 낙동북로 477,2,0,"SM3 Z.E,테슬라",35.21342213,128.9803701
e편한세상염창,서울특별시 강서구 염창동 309,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54901454,126.8707483
마곡수명산파크5단지,서울특별시 강서구 내발산동 749,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55198923,126.8270678
강서경찰서,부산광역시 강서구 명지동 607-5,1,0,"SM3 Z.E,테슬라",35.11645509,128.9065003
강서한강자이아파트,서울특별시 강서구 가양동 양천로55길 55,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56710835,126.8501054
마곡 이웰메디파크,서울특별시 강서구 마곡동 801-7,1,0,"SM3 Z.E,테슬라",37.55788923,126.834946
마곡수명산파크8단지,서울특별시 강서구 내발산동 745,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55165731,126.8286517
가덕도동 행정복지센터,부산광역시 강서구 성북동 229-1,1,0,"SM3 Z.E,테슬라",35.05689984,128.8324058
강서구청 역세권 공영주차장,부산광역시 강서구 대저1동 2300,2,0,"SM3 Z.E,테슬라",35.21232497,128.9806791
녹산산단 공영주차장,부산광역시 강서구 송정동 1759,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08404757,128.8402327
마곡수명산파크7단지,서울특별시 강서구 내발산동 수명로2가길 22,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54787894,126.8231258
마곡13단지 힐스테이트마스터,서울특별시 강서구 마곡동 748,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55776836,126.8183758
마곡수명산파크3단지,서울특별시 강서구 내발산동 751,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55281885,126.8249121
마곡엠밸리3단지,서울특별시 강서구 마곡동 736,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56814482,126.8201277
마곡엠밸리11단지아파트,서울특별시 강서구 마곡동 공항대로 124,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55883479,126.8212474
마곡수명산파크1단지,서울특별시 강서구 내발산동 742,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55437765,126.8302059
마곡수명산파크6단지,서울특별시 강서구 내발산동 수명로2길 63,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55047779,126.8255367
명지국제호반베르디움1차,부산광역시 강서구 명지동 3415,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.09662714,128.9186682
미음 화물차고지,부산광역시 강서구 미음동 1641,4,0,"SM3 Z.E,테슬라",35.14851328,128.8623972
마곡엠밸리2단지,서울특별시 강서구 마곡동 마곡서1로 146,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56882891,126.8214132
마곡엠밸리6단지,서울특별시 강서구 마곡동 743,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56530611,126.8207666
마곡힐스테이트,서울특별시 강서구 마곡동 725-1,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56403013,126.8178337
방화동부센트레빌,서울특별시 강서구 방화동 875,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.57470214,126.814976
명지위브포세이돈,부산광역시 강서구 명지동 3234,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08312907,128.8977664
미주진로아파트,서울특별시 강서구 등촌동 701,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55983817,126.8470286
마곡엠밸리8단지,서울특별시 강서구 마곡동 마곡서1로 81,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56300003,126.8192378
방화5단지 아파트,서울특별시 강서구 방화동 금낭화로 287-19,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.57691753,126.8096004
명지롯데캐슬 아파트,부산광역시 강서구 명지동 3244,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08316104,128.9060629
퀸덤1차 아인슈타인타운,부산광역시 강서구 명지동 3232,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08559943,128.9018002
엘크루솔마레 아파트,부산광역시 강서구 명지동 3235,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08089914,128.8971855
엘크루블루오션C2,부산광역시 강서구 명지동 3243,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08302509,128.9093767
한국공항공사 서울,서울특별시 강서구 방화동 886,4,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56505927,126.802992
부산테크노파크,부산광역시 강서구 지사동 1274,1,0,"SM3 Z.E,테슬라",35.14631815,128.8271696
한국공항공사 고객전용주차장,서울특별시 강서구 과해동 676,1,0,"SM3 Z.E,테슬라",37.56181041,126.7986587
서울남부출입국 외국인사무소,서울특별시 강서구 마곡동 745,1,0,"SM3 Z.E,테슬라",37.56109075,126.8214082
염창힐스테이트 아파트,서울특별시 강서구 염창동 306,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55138456,126.8735523
퀸덤1차 링컨타운,부산광역시 강서구 명지동 3231,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08549139,128.8977771
칠량면 공영주차장,전라남도 강진군 칠량면 영동리 1071,1,0,"SM3 Z.E,테슬라",34.5724901,126.7994788
퀸덤1차 에디슨타운,부산광역시 강서구 명지동 3230-11,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.08748686,128.897986
강화지사,인천광역시 강화군 강화읍 갑곳리 350,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.74271877,126.4981354
강진지사,전라남도 강진군 강진읍 동성리 123,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.6350793,126.7778064
(주)케이에이치씨,전라남도 강진군 성전면 송학리 839,1,0,"SM3 Z.E,테슬라",34.67810975,126.7369165
한사랑2차삼성 아파트,서울특별시 강서구 공항대로59길 64,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55436367,126.8635642
화곡초록 아파트,서울특별시 강서구 화곡동 1139,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54568414,126.833623
강화군청,인천광역시 강화군 강화읍 관청리 163,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.7473808,126.4870775
송해면사무소,인천광역시 강화군 송해면 솔정리 357-2,1,0,"SM3 Z.E,테슬라",37.7654477,126.4626697
갑곳 제1공영주차장,인천광역시 강화군 강화읍 갑곳리 644,1,0,"SM3 Z.E,테슬라",37.73990077,126.507256
온수리 제1공영주차장,인천광역시 강화군 길상면 온수리 480-7,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.6425265,126.4897205
군동면사무소 민원인주차장,전라남도 강진군 군동면 라천리 268,1,0,"SM3 Z.E,테슬라",34.64496149,126.8149401
전라남도 환경산업진흥원,전라남도 강진군 성전면 송학리 835,1,0,"SM3 Z.E,테슬라",34.67892379,126.7355974
동막해변공영주차장,인천광역시 강화군 화도면 동막리 61-19,1,0,"SM3 Z.E,테슬라",37.59494358,126.457027
대룡리 공영주차장,인천광역시 강화군 교동면 대룡리 1111-7,1,0,"SM3 Z.E,테슬라",37.78070209,126.2783581
내가면사무소,인천광역시 강화군 내가면 고천리 797-1,1,0,"SM3 Z.E,테슬라",37.7200718,126.3893673
신문리 공영주차장,인천광역시 강화군 강화읍 신문리 593-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.74724135,126.4787782
신문 제1공영주차장,인천광역시 강화군 강화읍 신문리 589-1,1,0,"SM3 Z.E,테슬라",37.74739651,126.4803494
거제2차아이파크,경상남도 거제시 양정동 1096,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.86656518,128.651163
농업기술센터,인천광역시 강화군 불은면 삼성리 1027-42,1,0,"SM3 Z.E,테슬라",37.70422407,126.4350022
마니산국민관광지,인천광역시 강화군 화도면 상방리 362-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.63439961,126.4240941
거제농수산물종합유통센터,경상남도 거제시 상동동 590-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.87396355,128.6329586
선원면사무소,인천광역시 강화군 선원면 금월리 235-1,1,0,"SM3 Z.E,테슬라",37.71415712,126.4843328
하점면사무소,인천광역시 강화군 하점면 신봉리 617,1,0,"SM3 Z.E,테슬라",37.77457349,126.4104878
화개산 공영주차장,인천광역시 강화군 교동면 고구리 1474-5,1,0,"SM3 Z.E,테슬라",37.78441601,126.2874038
창리 제1공영주차장,인천광역시 강화군 선원면 창리 663-1,2,0,"SM3 Z.E,테슬라",37.72421288,126.4786671
거제고현시장 공영주차장(전통시장),경상남도 거제시 고현동 104-2,1,0,"SM3 Z.E,테슬라",34.88529139,128.6240597
거제국민체육센터,경상남도 거제시 거제면 서정리 808-7,1,0,"SM3 Z.E,테슬라",34.85423889,128.5801458
창리공영주차장,인천광역시 강화군 선원면 창리 606-9,1,0,"SM3 Z.E,테슬라",37.72369071,126.4829547
거제자이 아파트,경상남도 거제시 수월동 1092,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.89233368,128.6433746
화도면사무소,인천광역시 강화군 화도면 상방리 839-1,1,0,"SM3 Z.E,테슬라",37.63237579,126.4202102
농업기술센터,경상남도 거제시 고현동 552,1,0,"SM3 Z.E,테슬라",34.88206215,128.6185304
거제시보건소,경상남도 거제시 양정동 981,1,0,"SM3 Z.E,테슬라",34.8919456,128.6367476
거붕백병원,경상남도 거제시 상동동 943-5,1,0,"SM3 Z.E,테슬라",34.87327599,128.6264392
거제시체육관,경상남도 거제시 고현동 910,1,0,"SM3 Z.E,테슬라",34.88211629,128.6170563
거제면사무소,경상남도 거제시 거제면 서상리 298-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.85094921,128.5905058
거제지사,경상남도 거제시 고현동 959-11,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.88998121,128.6180424
고현e편한세상,경상남도 거제시 고현동 1081-18,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.89539436,128.6403864
거제문화예술회관,경상남도 거제시 장승포동 426-33,1,0,"SM3 Z.E,테슬라",34.86714821,128.7236287
사곡영진자이온1단지,경상남도 거제시 사등면 사곡리 832-3,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.89211007,128.5679029
거제씨월드,경상남도 거제시 일운면 소동리 478-1,1,0,"SM3 Z.E,테슬라",34.83583645,128.7014636
옥명대우,경상남도 거제시 능포동 224,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.87466764,128.7337585
동부면사무소,경상남도 거제시 동부면 산양리 356-2,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.8216037,128.6082123
거제엘크루랜드마크,경상남도 거제시 옥포동 308,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.88840757,128.6909393
동원우성 빌라트,경상남도 거제시 옥포동 753,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.89421643,128.6974658
덕산베스트타운 아파트,경상남도 거제시 고현동 1039,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.89715613,128.6308777
숲소리 공원,경상남도 거제시 거제면 서상리 산 13,1,0,"SM3 Z.E,테슬라",34.85903885,128.6042319
신원 아침의도시,경상남도 거제시 고현동 1092-8,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.8790612,128.6203168
덕진봄아파트,경상남도 거제시 사등면 지석리 1224-1,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.90758745,128.5120477
포로수용소유적공원,경상남도 거제시 고현동 362,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.8755994,128.6246608
미진참사랑,경상남도 거제시 아주동 370-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.86414941,128.6940957
경남도립거창대학,경상남도 거창군 거창읍 대평리 1396,1,0,"SM3 Z.E,테슬라",35.67407233,127.9133813
옥포국제시장주차장,경상남도 거제시 옥포동 530-16,1,0,"SM3 Z.E,테슬라",34.89408708,128.6921597
벽산e-솔렌스힐2차,경상남도 거제시 상동동 927-9,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.85999425,128.6298807
장승포동 공설시민무료주차장,경상남도 거제시 장승포동 713,1,0,"SM3 Z.E,테슬라",34.86684098,128.7296355
옥명대우2차,경상남도 거제시 능포동 224,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.87466764,128.7337585
거창사과원예농협 하나로마트,경상남도 거창군 거창읍 수남로 2241,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.67918267,127.910848
경산3차우방 아파트,경상북도 경산시 정평동 대학로12길 11-2,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.83272572,128.729403
거창지사,경상남도 거창군 거창읍 강남로 246,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.68748141,127.9238267
옥포2동사무소,경상남도 거제시 옥포동 1291-7,1,0,"SM3 Z.E,테슬라",34.89659719,128.6875121
경산생활체육공원,경상북도 경산시 상방동 33-8,1,0,"SM3 Z.E,테슬라",35.8192618,128.7475215
청마기념관,경상남도 거제시 둔덕면 방하리 505-1,1,0,"SM3 Z.E,테슬라",34.85486874,128.5171213
창포원,경상남도 거창군 남상면 월평리 2286,2,0,"SM3 Z.E,테슬라",35.65448747,127.9389303
청명화이트빌,경상남도 거제시 양정동 989-5,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.89135986,128.6333591
한국승강기대학교,경상남도 거창군 거창읍 송정리 700,2,0,"SM3 Z.E,테슬라",35.67532552,127.8962517
국민건강보험공단,경상남도 거창군 거창읍 대동리 983-1,1,0,"SM3 Z.E,테슬라",35.6936061,127.9207027
경산공설시장,경상북도 경산시 경안로31길 19(서상동),2,0,"SM3 Z.E,테슬라",35.82034339,128.7359445
경산국민체육센터 전기차충전소,"경상남도 경산시 진량읍 해든길 46-4 (신상리, 경산국민체육센터)",1,0,"SM3 Z.E,테슬라",35.43756569,128.3647891
경산하양코아루2차,경상북도 경산시 하양읍 하양로37길 19,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.91894358,128.8275033
신원면사무소,"경상남도 거창군 신원면 신차로 3067 (과정리, 신원면사무소)",1,0,"SM3 Z.E,테슬라",35.56795513,127.9251226
당리 다목적광장 EVC,경상북도 경산시 압량읍 당리리 471-1,1,0,"SM3 Z.E,테슬라",35.81646917,128.7947033
가일리공영주차장,경상북도 경산시 압량읍 가일길20길 9-1,1,0,"SM3 Z.E,테슬라",35.83908493,128.7817215
경산시청,경상북도 경산시 남매로 159,3,0,"SM3 Z.E,테슬라",35.8245438,128.7410997
